m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,5.5,5.5%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,0.4,0.4%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,11.3,11.3%,,Storage,Storage,Maize on cobs,"Rodents, insects and moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,3.3,3.3%,,Storage,Storage,Maize on cobs,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,13.4,13.4%,,Storage,Storage,Maize on cobs,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,0.1,0.1%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,16.9,16.9%,,Storage,Storage,Maize on cobs,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,8.7,8.7%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,7.4,7.4%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Lowland Tropical Zone,112,Maize (corn),2016,16.1,16.1%,,Storage,Storage,Shelled maize,Rodents and insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,3.2,3.2%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,9.9,9.9%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,0.2,0.2%,,Storage,Storage,Shelled maize,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Mid Altitude Zone,112,Maize (corn),2016,13.2,13.2%,,Storage,Storage,Shelled maize,"Rodents, insects and moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,2.7,2.7%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,7.6,7.6%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,0.3,0.3%,,Storage,Storage,Shelled maize,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Dry Transitional Zone,112,Maize (corn),2016,10.6,10.6%,,Storage,Storage,Shelled maize,"Rodents, Insects and Moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,6.6,6.6%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,10,10%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,0.5,0.5%,,Storage,Storage,Shelled maize,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Highland Tropical Zone,112,Maize (corn),2016,17.2,17.2%,,Storage,Storage,Shelled maize,"Rodents, Insects and Moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,3.8,3.8%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,11.2,11.2%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,0.9,0.9%,,Storage,Storage,Shelled maize,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moisttransitional Zone,112,Maize (corn),2016,16.6,16.6%,,Storage,Storage,Shelled maize,"Rodents, Insects and Moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,6,6%,,Storage,Storage,Shelled maize,Rodents,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,12.9,12.9%,,Storage,Storage,Shelled maize,Insects,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,0.9,0.9%,,Storage,Storage,Shelled maize,Moulds,,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,Moistmid Altitude Zone,112,Maize (corn),2016,20.1,20.1%,,Storage,Storage,Shelled maize,"Rodents, Insects and Moulds",,Survey,"Kukom Edoh Ognakossan; Hippolyte D. Affognon; Christopher M. Mutungi; Daniel N. Sila; Soul-Kifouly G. Midingoyi; Willis O. Owino, (2016), On-farm Maize Storage Systems And Rodent Postharvest Losses In Six Maize Growing Agro-Ecological Zones Of Kenya",,
404,Kenya,,112,Maize (corn),2016,0.5,0.5%,,Storage,Storage,Stored in polypropylene bags - 2 months,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
404,Kenya,,112,Maize (corn),2016,0.2,0.2%,,Storage,Storage,Stored in hermetic bags - 2 months,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
404,Kenya,,112,Maize (corn),2016,1.7,1.7%,,Storage,Storage,Stored in polypropylene bags - 4 months,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
404,Kenya,,112,Maize (corn),2016,0.4,0.4%,,Storage,Storage,Stored in hermetic bags - 4 months,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
404,Kenya,,112,Maize (corn),2016,2.4,2.4%,,Storage,Storage,Stored in polypropylene bags - 4 months without insecticide,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
404,Kenya,,112,Maize (corn),2016,1.3,1.3%,,Storage,Storage,Stored in polypropylene bags - 4 months with insecticide,,,Controlled Experiment,"Michael K. Ndegwa; Hugo De Groote; Zachary M. Gitonga; Anani Y. Bruce, (2016), Effectiveness And Economics Of Hermetic Bags For Maize Storage: Results Of A Randomized Controlled Trial In Kenya",,
50,Bangladesh,,113,Rice,2016,11.14,10.74%,,,Whole supply chain,Aman Rice,,,Literature Review,"Deepak Kumar; Prasanta Kalita, (2017), Reducing Postharvest Losses During Storage Of Grain Crops To Strengthen Food Security In Developing Countries",,
50,Bangladesh,,113,Rice,2016,12.11,11.71%,,,Whole supply chain,Boro Rice,,,Literature Review,"Deepak Kumar; Prasanta Kalita, (2017), Reducing Postharvest Losses During Storage Of Grain Crops To Strengthen Food Security In Developing Countries",,Adapted from Bala et al
50,Bangladesh,,113,Rice,2016,11.59,11.59%,,,Whole supply chain,Aus Rice,,,Literature Review,"Deepak Kumar; Prasanta Kalita, (2017), Reducing Postharvest Losses During Storage Of Grain Crops To Strengthen Food Security In Developing Countries",,Adapted from Bala et al
566,Nigeria,,1520.02.00,"Cassava, dry",2016,9.5,9.5%,,"Marketing, Storage, Transportation",Market,Starch Factory,,,Literature Review,"IFPRI, (2016), IFPRI: Global Food Policy Report",,
566,Nigeria,,1520.02.00,"Cassava, dry",2016,14.8,14.8%,,Processing,Processing,Gari Processing,,,Literature Review,"IFPRI, (2016), IFPRI: Global Food Policy Report",,
566,Nigeria,,1520.02.00,"Cassava, dry",2016,11.8,11.8%,,"Processing, Storage",Processing,Starch Factory,,,Literature Review,"IFPRI, (2016), IFPRI: Global Food Policy Report",,
208,Denmark,,1242,"Peas, green",2017,18,18%,,,Farm,"Main reasons given: Higher sales/better prices, improved agronomy, e.g. new pesticides, better harvest techniques, not possible, better weather.","Damage during  harvest and handling,  no  sale/overproduction,  weather conditions,  other quality  parameters and  damage from  animals are the main  reasons given.",No. Of distributed questionnaires 252  No. Of answers 64  Response frequency 25%,Survey,"Hanna Hartikainen; Erik Svanes; Ulrika Franke; Lisbeth Mogensen; Staffan Andersson; Rebekka Bond; Camilla Burman; Elin Einarsson; Patrik Eklöf Katri Joensuu; Marie E. Olsson; Raija Räikkönen; Taija Sinkko; Erling Stubhaug; Annelie Rosell; Sofi Sundin, (2016), Food Losses And Waste In Primary Production: Case Studies On Carrots, Onions, Peas, Cereals And Farmed Fish",,
208,Denmark,,1242,"Peas, green",2017,14,14%,,,Pre-harvest,"Main reasons given: Higher sales/better prices, improved agronomy, e.g. new pesticides, better harvest techniques, not possible, better weather.","Average /Frequency of producers/Frequency of producers who answered “Don’t know”   In field 14% 47% 36%  During harvesting 5% 44% 27%  During cleaning 2% 9% 30%  During husking 5% 5% 27%  During blanching and freezing 0% 3% 28%  During colour sorting 8% 5% 27%  During sale and reclaim 17% 5% 30%  Other* 14% 14% 22%    Disease in field 5% 22% 23%  Damage from animals 20% 34% 19%  Weather conditions (rain, flooding, etc.) 38% 30% 19%  Technical problems related to cultivation method  (spray damage or similar)  5% 16% 22%  Damage during harvest and handling 51% 27% 25%  Other quality parameters 23% 8% 23%  Reclaims 0% 6% 22%  No sale or overproduction 35% 19% 23%  Other* 13% 11% 20%",No. Of distributed questionnaires 252  No. Of answers 64  Response frequency 25%,Survey,"Hanna Hartikainen; Erik Svanes; Ulrika Franke; Lisbeth Mogensen; Staffan Andersson; Rebekka Bond; Camilla Burman; Elin Einarsson; Patrik Eklöf Katri Joensuu; Marie E. Olsson; Raija Räikkönen; Taija Sinkko; Erling Stubhaug; Annelie Rosell; Sofi Sundin, (2016), Food Losses And Waste In Primary Production: Case Studies On Carrots, Onions, Peas, Cereals And Farmed Fish",,
